result_position,collection_frame_index,frame_id,step,time,time_unit
889,889,889,889,0.889,ps
890,890,890,890,0.89,ps
891,891,891,891,0.891,ps
892,892,892,892,0.892,ps
893,893,893,893,0.893,ps
894,894,894,894,0.894,ps
895,895,895,895,0.895,ps
896,896,896,896,0.896,ps
897,897,897,897,0.897,ps
898,898,898,898,0.898,ps
899,899,899,899,0.899,ps
900,900,900,900,0.9,ps
901,901,901,901,0.901,ps
902,902,902,902,0.902,ps
903,903,903,903,0.903,ps
904,904,904,904,0.904,ps
905,905,905,905,0.905,ps
906,906,906,906,0.906,ps
907,907,907,907,0.907,ps
908,908,908,908,0.908,ps
909,909,909,909,0.909,ps
910,910,910,910,0.91,ps
911,911,911,911,0.911,ps
912,912,912,912,0.912,ps
913,913,913,913,0.913,ps
914,914,914,914,0.914,ps
915,915,915,915,0.915,ps
916,916,916,916,0.916,ps
917,917,917,917,0.917,ps
918,918,918,918,0.918,ps
919,919,919,919,0.919,ps
920,920,920,920,0.92,ps
921,921,921,921,0.921,ps
922,922,922,922,0.922,ps
923,923,923,923,0.923,ps
924,924,924,924,0.924,ps
925,925,925,925,0.925,ps
926,926,926,926,0.926,ps
927,927,927,927,0.927,ps
928,928,928,928,0.928,ps
929,929,929,929,0.929,ps
930,930,930,930,0.93,ps
931,931,931,931,0.931,ps
932,932,932,932,0.932,ps
933,933,933,933,0.933,ps
934,934,934,934,0.934,ps
935,935,935,935,0.935,ps
936,936,936,936,0.936,ps
937,937,937,937,0.937,ps
938,938,938,938,0.9380000000000001,ps
939,939,939,939,0.9390000000000001,ps
940,940,940,940,0.9400000000000001,ps
941,941,941,941,0.9410000000000001,ps
942,942,942,942,0.9420000000000001,ps
943,943,943,943,0.9430000000000001,ps
944,944,944,944,0.9440000000000001,ps
945,945,945,945,0.9450000000000001,ps
946,946,946,946,0.9460000000000001,ps
947,947,947,947,0.9470000000000001,ps
948,948,948,948,0.9480000000000001,ps
949,949,949,949,0.9490000000000001,ps
950,950,950,950,0.9500000000000001,ps
951,951,951,951,0.9510000000000001,ps
952,952,952,952,0.9520000000000001,ps
953,953,953,953,0.9530000000000001,ps
954,954,954,954,0.9540000000000001,ps
955,955,955,955,0.9550000000000001,ps
956,956,956,956,0.9560000000000001,ps
957,957,957,957,0.9570000000000001,ps
958,958,958,958,0.9580000000000001,ps
959,959,959,959,0.9590000000000001,ps
960,960,960,960,0.96,ps
961,961,961,961,0.961,ps
962,962,962,962,0.962,ps
963,963,963,963,0.963,ps
964,964,964,964,0.964,ps
965,965,965,965,0.965,ps
966,966,966,966,0.966,ps
967,967,967,967,0.967,ps
968,968,968,968,0.968,ps
969,969,969,969,0.969,ps
970,970,970,970,0.97,ps
971,971,971,971,0.971,ps
972,972,972,972,0.972,ps
973,973,973,973,0.973,ps
974,974,974,974,0.974,ps
975,975,975,975,0.975,ps
976,976,976,976,0.976,ps
977,977,977,977,0.977,ps
978,978,978,978,0.978,ps
979,979,979,979,0.979,ps
980,980,980,980,0.98,ps
981,981,981,981,0.981,ps
982,982,982,982,0.982,ps
983,983,983,983,0.983,ps
984,984,984,984,0.984,ps
985,985,985,985,0.985,ps
986,986,986,986,0.986,ps
987,987,987,987,0.987,ps
988,988,988,988,0.988,ps
989,989,989,989,0.989,ps
990,990,990,990,0.99,ps
991,991,991,991,0.991,ps
992,992,992,992,0.992,ps
993,993,993,993,0.993,ps
994,994,994,994,0.994,ps
995,995,995,995,0.995,ps
996,996,996,996,0.996,ps
997,997,997,997,0.997,ps
998,998,998,998,0.998,ps
999,999,999,999,0.999,ps
1000,1000,1000,1000,1.0,ps
1001,1001,1001,1001,1.0010000000000001,ps
1002,1002,1002,1002,1.002,ps
1003,1003,1003,1003,1.0030000000000001,ps
1004,1004,1004,1004,1.004,ps
1005,1005,1005,1005,1.0050000000000001,ps
1006,1006,1006,1006,1.006,ps
1007,1007,1007,1007,1.0070000000000001,ps
1008,1008,1008,1008,1.008,ps
1009,1009,1009,1009,1.0090000000000001,ps
1010,1010,1010,1010,1.01,ps
1011,1011,1011,1011,1.0110000000000001,ps
1012,1012,1012,1012,1.012,ps
1013,1013,1013,1013,1.0130000000000001,ps
1014,1014,1014,1014,1.014,ps
1015,1015,1015,1015,1.0150000000000001,ps
1016,1016,1016,1016,1.016,ps
1017,1017,1017,1017,1.0170000000000001,ps
1018,1018,1018,1018,1.018,ps
1019,1019,1019,1019,1.0190000000000001,ps
1020,1020,1020,1020,1.02,ps
1021,1021,1021,1021,1.0210000000000001,ps
1022,1022,1022,1022,1.022,ps
1023,1023,1023,1023,1.0230000000000001,ps
1024,1024,1024,1024,1.024,ps
1025,1025,1025,1025,1.025,ps
1026,1026,1026,1026,1.026,ps
1027,1027,1027,1027,1.027,ps
1028,1028,1028,1028,1.028,ps
1029,1029,1029,1029,1.029,ps
1030,1030,1030,1030,1.03,ps
1031,1031,1031,1031,1.031,ps
1032,1032,1032,1032,1.032,ps
1033,1033,1033,1033,1.033,ps
1034,1034,1034,1034,1.034,ps
1035,1035,1035,1035,1.035,ps
1036,1036,1036,1036,1.036,ps
1037,1037,1037,1037,1.037,ps
1038,1038,1038,1038,1.038,ps
1039,1039,1039,1039,1.039,ps
1040,1040,1040,1040,1.04,ps
1041,1041,1041,1041,1.041,ps
1042,1042,1042,1042,1.042,ps
1043,1043,1043,1043,1.043,ps
1044,1044,1044,1044,1.044,ps
1045,1045,1045,1045,1.045,ps
1046,1046,1046,1046,1.046,ps
1047,1047,1047,1047,1.047,ps
1048,1048,1048,1048,1.048,ps
1049,1049,1049,1049,1.049,ps
1050,1050,1050,1050,1.05,ps
1051,1051,1051,1051,1.051,ps
1052,1052,1052,1052,1.052,ps
1053,1053,1053,1053,1.053,ps
1054,1054,1054,1054,1.054,ps
1055,1055,1055,1055,1.055,ps
1056,1056,1056,1056,1.056,ps
1057,1057,1057,1057,1.057,ps
1058,1058,1058,1058,1.058,ps
1059,1059,1059,1059,1.059,ps
1060,1060,1060,1060,1.06,ps
1061,1061,1061,1061,1.061,ps
1062,1062,1062,1062,1.062,ps
1063,1063,1063,1063,1.063,ps
1064,1064,1064,1064,1.064,ps
1065,1065,1065,1065,1.065,ps
1066,1066,1066,1066,1.066,ps
1067,1067,1067,1067,1.067,ps
1068,1068,1068,1068,1.068,ps
1069,1069,1069,1069,1.069,ps
1070,1070,1070,1070,1.07,ps
1071,1071,1071,1071,1.071,ps
1072,1072,1072,1072,1.072,ps
1073,1073,1073,1073,1.073,ps
1074,1074,1074,1074,1.074,ps
1075,1075,1075,1075,1.075,ps
1076,1076,1076,1076,1.076,ps
1077,1077,1077,1077,1.077,ps
1078,1078,1078,1078,1.078,ps
1079,1079,1079,1079,1.079,ps
1080,1080,1080,1080,1.08,ps
1081,1081,1081,1081,1.081,ps
1082,1082,1082,1082,1.082,ps
1083,1083,1083,1083,1.083,ps
1084,1084,1084,1084,1.084,ps
1085,1085,1085,1085,1.085,ps
1086,1086,1086,1086,1.086,ps
1087,1087,1087,1087,1.087,ps
1088,1088,1088,1088,1.088,ps
1089,1089,1089,1089,1.089,ps
1090,1090,1090,1090,1.09,ps
1091,1091,1091,1091,1.091,ps
1092,1092,1092,1092,1.092,ps
1093,1093,1093,1093,1.093,ps
1094,1094,1094,1094,1.094,ps
1095,1095,1095,1095,1.095,ps
1096,1096,1096,1096,1.096,ps
1097,1097,1097,1097,1.097,ps
1098,1098,1098,1098,1.098,ps
1099,1099,1099,1099,1.099,ps
1100,1100,1100,1100,1.1,ps
1101,1101,1101,1101,1.101,ps
1102,1102,1102,1102,1.102,ps
1103,1103,1103,1103,1.103,ps
1104,1104,1104,1104,1.104,ps
1105,1105,1105,1105,1.105,ps
1106,1106,1106,1106,1.106,ps
1107,1107,1107,1107,1.107,ps
1108,1108,1108,1108,1.108,ps
1109,1109,1109,1109,1.109,ps
1110,1110,1110,1110,1.11,ps
1111,1111,1111,1111,1.111,ps
1112,1112,1112,1112,1.112,ps
1113,1113,1113,1113,1.113,ps
1114,1114,1114,1114,1.114,ps
1115,1115,1115,1115,1.115,ps
1116,1116,1116,1116,1.116,ps
1117,1117,1117,1117,1.117,ps
1118,1118,1118,1118,1.118,ps
1119,1119,1119,1119,1.119,ps
1120,1120,1120,1120,1.12,ps
1121,1121,1121,1121,1.121,ps
1122,1122,1122,1122,1.122,ps
1123,1123,1123,1123,1.123,ps
1124,1124,1124,1124,1.124,ps
1125,1125,1125,1125,1.125,ps
1126,1126,1126,1126,1.1260000000000001,ps
1127,1127,1127,1127,1.127,ps
1128,1128,1128,1128,1.1280000000000001,ps
1129,1129,1129,1129,1.129,ps
1130,1130,1130,1130,1.1300000000000001,ps
1131,1131,1131,1131,1.131,ps
1132,1132,1132,1132,1.1320000000000001,ps
1133,1133,1133,1133,1.133,ps
1134,1134,1134,1134,1.1340000000000001,ps
1135,1135,1135,1135,1.135,ps
1136,1136,1136,1136,1.1360000000000001,ps
1137,1137,1137,1137,1.137,ps
1138,1138,1138,1138,1.1380000000000001,ps
1139,1139,1139,1139,1.139,ps
1140,1140,1140,1140,1.1400000000000001,ps
1141,1141,1141,1141,1.141,ps
1142,1142,1142,1142,1.1420000000000001,ps
1143,1143,1143,1143,1.143,ps
1144,1144,1144,1144,1.1440000000000001,ps
1145,1145,1145,1145,1.145,ps
1146,1146,1146,1146,1.1460000000000001,ps
1147,1147,1147,1147,1.147,ps
1148,1148,1148,1148,1.1480000000000001,ps
1149,1149,1149,1149,1.149,ps
1150,1150,1150,1150,1.1500000000000001,ps
1151,1151,1151,1151,1.151,ps
1152,1152,1152,1152,1.1520000000000001,ps
1153,1153,1153,1153,1.153,ps
1154,1154,1154,1154,1.154,ps
1155,1155,1155,1155,1.155,ps
1156,1156,1156,1156,1.156,ps
1157,1157,1157,1157,1.157,ps
1158,1158,1158,1158,1.158,ps
1159,1159,1159,1159,1.159,ps
1160,1160,1160,1160,1.16,ps
1161,1161,1161,1161,1.161,ps
1162,1162,1162,1162,1.162,ps
1163,1163,1163,1163,1.163,ps
1164,1164,1164,1164,1.164,ps
1165,1165,1165,1165,1.165,ps
1166,1166,1166,1166,1.166,ps
1167,1167,1167,1167,1.167,ps
1168,1168,1168,1168,1.168,ps
1169,1169,1169,1169,1.169,ps
1170,1170,1170,1170,1.17,ps
1171,1171,1171,1171,1.171,ps
1172,1172,1172,1172,1.172,ps
1173,1173,1173,1173,1.173,ps
1174,1174,1174,1174,1.174,ps
1175,1175,1175,1175,1.175,ps
1176,1176,1176,1176,1.176,ps
1177,1177,1177,1177,1.177,ps
1178,1178,1178,1178,1.178,ps
1179,1179,1179,1179,1.179,ps
1180,1180,1180,1180,1.18,ps
1181,1181,1181,1181,1.181,ps
1182,1182,1182,1182,1.182,ps
1183,1183,1183,1183,1.183,ps
1184,1184,1184,1184,1.184,ps
1185,1185,1185,1185,1.185,ps
1186,1186,1186,1186,1.186,ps
1187,1187,1187,1187,1.187,ps
1188,1188,1188,1188,1.188,ps
1189,1189,1189,1189,1.189,ps
1190,1190,1190,1190,1.19,ps
1191,1191,1191,1191,1.191,ps
1192,1192,1192,1192,1.192,ps
1193,1193,1193,1193,1.193,ps
1194,1194,1194,1194,1.194,ps
1195,1195,1195,1195,1.195,ps
1196,1196,1196,1196,1.196,ps
1197,1197,1197,1197,1.197,ps
1198,1198,1198,1198,1.198,ps
1199,1199,1199,1199,1.199,ps
1200,1200,1200,1200,1.2,ps
1201,1201,1201,1201,1.201,ps
1202,1202,1202,1202,1.202,ps
1203,1203,1203,1203,1.203,ps
1204,1204,1204,1204,1.204,ps
1205,1205,1205,1205,1.205,ps
1206,1206,1206,1206,1.206,ps
1207,1207,1207,1207,1.207,ps
1208,1208,1208,1208,1.208,ps
1209,1209,1209,1209,1.209,ps
1210,1210,1210,1210,1.21,ps
1211,1211,1211,1211,1.211,ps
1212,1212,1212,1212,1.212,ps
1213,1213,1213,1213,1.213,ps
1214,1214,1214,1214,1.214,ps
1215,1215,1215,1215,1.215,ps
1216,1216,1216,1216,1.216,ps
1217,1217,1217,1217,1.217,ps
1218,1218,1218,1218,1.218,ps
1219,1219,1219,1219,1.219,ps
1220,1220,1220,1220,1.22,ps
1221,1221,1221,1221,1.221,ps
1222,1222,1222,1222,1.222,ps
1223,1223,1223,1223,1.223,ps
1224,1224,1224,1224,1.224,ps
1225,1225,1225,1225,1.225,ps
1226,1226,1226,1226,1.226,ps
1227,1227,1227,1227,1.227,ps
1228,1228,1228,1228,1.228,ps
1229,1229,1229,1229,1.229,ps
1230,1230,1230,1230,1.23,ps
1231,1231,1231,1231,1.231,ps
1232,1232,1232,1232,1.232,ps
1233,1233,1233,1233,1.233,ps
1234,1234,1234,1234,1.234,ps
1235,1235,1235,1235,1.235,ps
1236,1236,1236,1236,1.236,ps
1237,1237,1237,1237,1.237,ps
1238,1238,1238,1238,1.238,ps
1239,1239,1239,1239,1.239,ps
1240,1240,1240,1240,1.24,ps
1241,1241,1241,1241,1.241,ps
1242,1242,1242,1242,1.242,ps
1243,1243,1243,1243,1.243,ps
1244,1244,1244,1244,1.244,ps
1245,1245,1245,1245,1.245,ps
1246,1246,1246,1246,1.246,ps
1247,1247,1247,1247,1.247,ps
1248,1248,1248,1248,1.248,ps
1249,1249,1249,1249,1.249,ps
1250,1250,1250,1250,1.25,ps
1251,1251,1251,1251,1.2510000000000001,ps
1252,1252,1252,1252,1.252,ps
1253,1253,1253,1253,1.2530000000000001,ps
1254,1254,1254,1254,1.254,ps
1255,1255,1255,1255,1.2550000000000001,ps
1256,1256,1256,1256,1.256,ps
1257,1257,1257,1257,1.2570000000000001,ps
1258,1258,1258,1258,1.258,ps
1259,1259,1259,1259,1.2590000000000001,ps
1260,1260,1260,1260,1.26,ps
1261,1261,1261,1261,1.2610000000000001,ps
1262,1262,1262,1262,1.262,ps
1263,1263,1263,1263,1.2630000000000001,ps
1264,1264,1264,1264,1.264,ps
1265,1265,1265,1265,1.2650000000000001,ps
1266,1266,1266,1266,1.266,ps
1267,1267,1267,1267,1.2670000000000001,ps
1268,1268,1268,1268,1.268,ps
1269,1269,1269,1269,1.2690000000000001,ps
1270,1270,1270,1270,1.27,ps
1271,1271,1271,1271,1.2710000000000001,ps
1272,1272,1272,1272,1.272,ps
1273,1273,1273,1273,1.2730000000000001,ps
1274,1274,1274,1274,1.274,ps
1275,1275,1275,1275,1.2750000000000001,ps
1276,1276,1276,1276,1.276,ps
1277,1277,1277,1277,1.2770000000000001,ps
1278,1278,1278,1278,1.278,ps
1279,1279,1279,1279,1.2790000000000001,ps
1280,1280,1280,1280,1.28,ps
1281,1281,1281,1281,1.281,ps
1282,1282,1282,1282,1.282,ps
1283,1283,1283,1283,1.283,ps
1284,1284,1284,1284,1.284,ps
1285,1285,1285,1285,1.285,ps
1286,1286,1286,1286,1.286,ps
1287,1287,1287,1287,1.287,ps
1288,1288,1288,1288,1.288,ps
1289,1289,1289,1289,1.289,ps
1290,1290,1290,1290,1.29,ps
1291,1291,1291,1291,1.291,ps
1292,1292,1292,1292,1.292,ps
1293,1293,1293,1293,1.293,ps
1294,1294,1294,1294,1.294,ps
1295,1295,1295,1295,1.295,ps
1296,1296,1296,1296,1.296,ps
1297,1297,1297,1297,1.297,ps
1298,1298,1298,1298,1.298,ps
1299,1299,1299,1299,1.299,ps
1300,1300,1300,1300,1.3,ps
1301,1301,1301,1301,1.301,ps
1302,1302,1302,1302,1.302,ps
1303,1303,1303,1303,1.303,ps
1304,1304,1304,1304,1.304,ps
1305,1305,1305,1305,1.305,ps
1306,1306,1306,1306,1.306,ps
1307,1307,1307,1307,1.307,ps
1308,1308,1308,1308,1.308,ps
1309,1309,1309,1309,1.309,ps
1310,1310,1310,1310,1.31,ps
1311,1311,1311,1311,1.311,ps
1312,1312,1312,1312,1.312,ps
1313,1313,1313,1313,1.313,ps
1314,1314,1314,1314,1.314,ps
1315,1315,1315,1315,1.315,ps
1316,1316,1316,1316,1.316,ps
1317,1317,1317,1317,1.317,ps
1318,1318,1318,1318,1.318,ps
1319,1319,1319,1319,1.319,ps
1320,1320,1320,1320,1.32,ps
1321,1321,1321,1321,1.321,ps
1322,1322,1322,1322,1.322,ps
1323,1323,1323,1323,1.323,ps
1324,1324,1324,1324,1.324,ps
1325,1325,1325,1325,1.325,ps
1326,1326,1326,1326,1.326,ps
1327,1327,1327,1327,1.327,ps
1328,1328,1328,1328,1.328,ps
1329,1329,1329,1329,1.329,ps
1330,1330,1330,1330,1.33,ps
1331,1331,1331,1331,1.331,ps
1332,1332,1332,1332,1.332,ps
1333,1333,1333,1333,1.333,ps
1334,1334,1334,1334,1.334,ps
1335,1335,1335,1335,1.335,ps
1336,1336,1336,1336,1.336,ps
1337,1337,1337,1337,1.337,ps
1338,1338,1338,1338,1.338,ps
1339,1339,1339,1339,1.339,ps
1340,1340,1340,1340,1.34,ps
1341,1341,1341,1341,1.341,ps
1342,1342,1342,1342,1.342,ps
1343,1343,1343,1343,1.343,ps
1344,1344,1344,1344,1.344,ps
1345,1345,1345,1345,1.345,ps
1346,1346,1346,1346,1.346,ps
1347,1347,1347,1347,1.347,ps
1348,1348,1348,1348,1.348,ps
1349,1349,1349,1349,1.349,ps
1350,1350,1350,1350,1.35,ps
1351,1351,1351,1351,1.351,ps
1352,1352,1352,1352,1.352,ps
1353,1353,1353,1353,1.353,ps
1354,1354,1354,1354,1.354,ps
1355,1355,1355,1355,1.355,ps
1356,1356,1356,1356,1.356,ps
1357,1357,1357,1357,1.357,ps
1358,1358,1358,1358,1.358,ps
1359,1359,1359,1359,1.359,ps
1360,1360,1360,1360,1.36,ps
1361,1361,1361,1361,1.361,ps
1362,1362,1362,1362,1.362,ps
1363,1363,1363,1363,1.363,ps
1364,1364,1364,1364,1.364,ps
1365,1365,1365,1365,1.365,ps
1366,1366,1366,1366,1.366,ps
1367,1367,1367,1367,1.367,ps
1368,1368,1368,1368,1.368,ps
1369,1369,1369,1369,1.369,ps
1370,1370,1370,1370,1.37,ps
1371,1371,1371,1371,1.371,ps
1372,1372,1372,1372,1.372,ps
1373,1373,1373,1373,1.373,ps
1374,1374,1374,1374,1.374,ps
1375,1375,1375,1375,1.375,ps
1376,1376,1376,1376,1.3760000000000001,ps
1377,1377,1377,1377,1.377,ps
1378,1378,1378,1378,1.3780000000000001,ps
1379,1379,1379,1379,1.379,ps
1380,1380,1380,1380,1.3800000000000001,ps
1381,1381,1381,1381,1.381,ps
1382,1382,1382,1382,1.3820000000000001,ps
1383,1383,1383,1383,1.383,ps
1384,1384,1384,1384,1.3840000000000001,ps
1385,1385,1385,1385,1.385,ps
1386,1386,1386,1386,1.3860000000000001,ps
1387,1387,1387,1387,1.387,ps
1388,1388,1388,1388,1.3880000000000001,ps
1389,1389,1389,1389,1.389,ps
1390,1390,1390,1390,1.3900000000000001,ps
1391,1391,1391,1391,1.391,ps
1392,1392,1392,1392,1.3920000000000001,ps
1393,1393,1393,1393,1.393,ps
1394,1394,1394,1394,1.3940000000000001,ps
1395,1395,1395,1395,1.395,ps
1396,1396,1396,1396,1.3960000000000001,ps
1397,1397,1397,1397,1.397,ps
1398,1398,1398,1398,1.3980000000000001,ps
1399,1399,1399,1399,1.399,ps
1400,1400,1400,1400,1.4000000000000001,ps
1401,1401,1401,1401,1.401,ps
1402,1402,1402,1402,1.4020000000000001,ps
1403,1403,1403,1403,1.403,ps
1404,1404,1404,1404,1.4040000000000001,ps
1405,1405,1405,1405,1.405,ps
1406,1406,1406,1406,1.4060000000000001,ps
1407,1407,1407,1407,1.407,ps
1408,1408,1408,1408,1.408,ps
1409,1409,1409,1409,1.409,ps
1410,1410,1410,1410,1.41,ps
1411,1411,1411,1411,1.411,ps
1412,1412,1412,1412,1.412,ps
1413,1413,1413,1413,1.413,ps
1414,1414,1414,1414,1.414,ps
1415,1415,1415,1415,1.415,ps
1416,1416,1416,1416,1.416,ps
1417,1417,1417,1417,1.417,ps
1418,1418,1418,1418,1.418,ps
1419,1419,1419,1419,1.419,ps
1420,1420,1420,1420,1.42,ps
1421,1421,1421,1421,1.421,ps
1422,1422,1422,1422,1.422,ps
1423,1423,1423,1423,1.423,ps
1424,1424,1424,1424,1.424,ps
1425,1425,1425,1425,1.425,ps
1426,1426,1426,1426,1.426,ps
1427,1427,1427,1427,1.427,ps
1428,1428,1428,1428,1.428,ps
1429,1429,1429,1429,1.429,ps
1430,1430,1430,1430,1.43,ps
1431,1431,1431,1431,1.431,ps
1432,1432,1432,1432,1.432,ps
1433,1433,1433,1433,1.433,ps
1434,1434,1434,1434,1.434,ps
1435,1435,1435,1435,1.435,ps
1436,1436,1436,1436,1.436,ps
1437,1437,1437,1437,1.437,ps
1438,1438,1438,1438,1.438,ps
1439,1439,1439,1439,1.439,ps
1440,1440,1440,1440,1.44,ps
1441,1441,1441,1441,1.441,ps
1442,1442,1442,1442,1.442,ps
1443,1443,1443,1443,1.443,ps
1444,1444,1444,1444,1.444,ps
1445,1445,1445,1445,1.445,ps
1446,1446,1446,1446,1.446,ps
1447,1447,1447,1447,1.447,ps
1448,1448,1448,1448,1.448,ps
1449,1449,1449,1449,1.449,ps
1450,1450,1450,1450,1.45,ps
1451,1451,1451,1451,1.451,ps
1452,1452,1452,1452,1.452,ps
1453,1453,1453,1453,1.453,ps
1454,1454,1454,1454,1.454,ps
1455,1455,1455,1455,1.455,ps
1456,1456,1456,1456,1.456,ps
1457,1457,1457,1457,1.457,ps
1458,1458,1458,1458,1.458,ps
1459,1459,1459,1459,1.459,ps
1460,1460,1460,1460,1.46,ps
1461,1461,1461,1461,1.461,ps
1462,1462,1462,1462,1.462,ps
1463,1463,1463,1463,1.463,ps
1464,1464,1464,1464,1.464,ps
1465,1465,1465,1465,1.465,ps
1466,1466,1466,1466,1.466,ps
1467,1467,1467,1467,1.467,ps
1468,1468,1468,1468,1.468,ps
1469,1469,1469,1469,1.469,ps
1470,1470,1470,1470,1.47,ps
1471,1471,1471,1471,1.471,ps
1472,1472,1472,1472,1.472,ps
1473,1473,1473,1473,1.473,ps
1474,1474,1474,1474,1.474,ps
1475,1475,1475,1475,1.475,ps
1476,1476,1476,1476,1.476,ps
1477,1477,1477,1477,1.477,ps
1478,1478,1478,1478,1.478,ps
1479,1479,1479,1479,1.479,ps
1480,1480,1480,1480,1.48,ps
1481,1481,1481,1481,1.481,ps
1482,1482,1482,1482,1.482,ps
1483,1483,1483,1483,1.483,ps
1484,1484,1484,1484,1.484,ps
1485,1485,1485,1485,1.485,ps
1486,1486,1486,1486,1.486,ps
1487,1487,1487,1487,1.487,ps
1488,1488,1488,1488,1.488,ps
1489,1489,1489,1489,1.489,ps
1490,1490,1490,1490,1.49,ps
1491,1491,1491,1491,1.491,ps
1492,1492,1492,1492,1.492,ps
1493,1493,1493,1493,1.493,ps
1494,1494,1494,1494,1.494,ps
1495,1495,1495,1495,1.495,ps
1496,1496,1496,1496,1.496,ps
1497,1497,1497,1497,1.497,ps
1498,1498,1498,1498,1.498,ps
1499,1499,1499,1499,1.499,ps
1500,1500,1500,1500,1.5,ps
1501,1501,1501,1501,1.5010000000000001,ps
1502,1502,1502,1502,1.502,ps
1503,1503,1503,1503,1.5030000000000001,ps
1504,1504,1504,1504,1.504,ps
1505,1505,1505,1505,1.5050000000000001,ps
1506,1506,1506,1506,1.506,ps
1507,1507,1507,1507,1.5070000000000001,ps
1508,1508,1508,1508,1.508,ps
1509,1509,1509,1509,1.5090000000000001,ps
1510,1510,1510,1510,1.51,ps
1511,1511,1511,1511,1.5110000000000001,ps
1512,1512,1512,1512,1.512,ps
1513,1513,1513,1513,1.5130000000000001,ps
1514,1514,1514,1514,1.514,ps
1515,1515,1515,1515,1.5150000000000001,ps
1516,1516,1516,1516,1.516,ps
1517,1517,1517,1517,1.5170000000000001,ps
1518,1518,1518,1518,1.518,ps
1519,1519,1519,1519,1.5190000000000001,ps
1520,1520,1520,1520,1.52,ps
1521,1521,1521,1521,1.5210000000000001,ps
1522,1522,1522,1522,1.522,ps
1523,1523,1523,1523,1.5230000000000001,ps
1524,1524,1524,1524,1.524,ps
1525,1525,1525,1525,1.5250000000000001,ps
1526,1526,1526,1526,1.526,ps
1527,1527,1527,1527,1.5270000000000001,ps
1528,1528,1528,1528,1.528,ps
1529,1529,1529,1529,1.5290000000000001,ps
1530,1530,1530,1530,1.53,ps
1531,1531,1531,1531,1.5310000000000001,ps
1532,1532,1532,1532,1.532,ps
1533,1533,1533,1533,1.5330000000000001,ps
1534,1534,1534,1534,1.534,ps
1535,1535,1535,1535,1.5350000000000001,ps
1536,1536,1536,1536,1.536,ps
1537,1537,1537,1537,1.537,ps
1538,1538,1538,1538,1.538,ps
1539,1539,1539,1539,1.539,ps
1540,1540,1540,1540,1.54,ps
1541,1541,1541,1541,1.541,ps
1542,1542,1542,1542,1.542,ps
1543,1543,1543,1543,1.543,ps
1544,1544,1544,1544,1.544,ps
1545,1545,1545,1545,1.545,ps
1546,1546,1546,1546,1.546,ps
1547,1547,1547,1547,1.547,ps
1548,1548,1548,1548,1.548,ps
1549,1549,1549,1549,1.549,ps
1550,1550,1550,1550,1.55,ps
1551,1551,1551,1551,1.551,ps
1552,1552,1552,1552,1.552,ps
1553,1553,1553,1553,1.553,ps
1554,1554,1554,1554,1.554,ps
1555,1555,1555,1555,1.555,ps
1556,1556,1556,1556,1.556,ps
1557,1557,1557,1557,1.557,ps
1558,1558,1558,1558,1.558,ps
1559,1559,1559,1559,1.559,ps
1560,1560,1560,1560,1.56,ps
1561,1561,1561,1561,1.561,ps
1562,1562,1562,1562,1.562,ps
1563,1563,1563,1563,1.563,ps
1564,1564,1564,1564,1.564,ps
1565,1565,1565,1565,1.565,ps
1566,1566,1566,1566,1.566,ps
1567,1567,1567,1567,1.567,ps
1568,1568,1568,1568,1.568,ps
1569,1569,1569,1569,1.569,ps
1570,1570,1570,1570,1.57,ps
1571,1571,1571,1571,1.571,ps
1572,1572,1572,1572,1.572,ps
1573,1573,1573,1573,1.573,ps
1574,1574,1574,1574,1.574,ps
1575,1575,1575,1575,1.575,ps
1576,1576,1576,1576,1.576,ps
1577,1577,1577,1577,1.577,ps
1578,1578,1578,1578,1.578,ps
1579,1579,1579,1579,1.579,ps
1580,1580,1580,1580,1.58,ps
1581,1581,1581,1581,1.581,ps
1582,1582,1582,1582,1.582,ps
1583,1583,1583,1583,1.583,ps
1584,1584,1584,1584,1.584,ps
1585,1585,1585,1585,1.585,ps
1586,1586,1586,1586,1.586,ps
1587,1587,1587,1587,1.587,ps
1588,1588,1588,1588,1.588,ps
1589,1589,1589,1589,1.589,ps
1590,1590,1590,1590,1.59,ps
1591,1591,1591,1591,1.591,ps
1592,1592,1592,1592,1.592,ps
1593,1593,1593,1593,1.593,ps
1594,1594,1594,1594,1.594,ps
1595,1595,1595,1595,1.595,ps
1596,1596,1596,1596,1.596,ps
1597,1597,1597,1597,1.597,ps
1598,1598,1598,1598,1.598,ps
1599,1599,1599,1599,1.599,ps
1600,1600,1600,1600,1.6,ps
1601,1601,1601,1601,1.601,ps
1602,1602,1602,1602,1.602,ps
1603,1603,1603,1603,1.603,ps
1604,1604,1604,1604,1.604,ps
1605,1605,1605,1605,1.605,ps
1606,1606,1606,1606,1.606,ps
1607,1607,1607,1607,1.607,ps
1608,1608,1608,1608,1.608,ps
1609,1609,1609,1609,1.609,ps
1610,1610,1610,1610,1.61,ps
1611,1611,1611,1611,1.611,ps
1612,1612,1612,1612,1.612,ps
1613,1613,1613,1613,1.613,ps
1614,1614,1614,1614,1.614,ps
1615,1615,1615,1615,1.615,ps
1616,1616,1616,1616,1.616,ps
1617,1617,1617,1617,1.617,ps
1618,1618,1618,1618,1.618,ps
1619,1619,1619,1619,1.619,ps
1620,1620,1620,1620,1.62,ps
1621,1621,1621,1621,1.621,ps
